Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,state
8/14/2016,1.82,9721.49,409.36,4531.35,1158.28,3622.5,362.5,2,,organic,2016,Charlotte,North Carolina
8/7/2016,1.65,10375.29,405.22,5999.14,1492.11,2478.82,2422.15,56.67,,organic,2016,Charlotte,North Carolina
7/31/2016,1.64,8048.9,422.26,4190.77,1150.01,2285.86,2242.53,43.33,,organic,2016,Charlotte,North Carolina
7/24/2016,1.62,8306.2,388.08,4288.98,1242.32,2386.82,2383.49,3.33,,organic,2016,Charlotte,North Carolina
7/17/2016,1.58,7940.49,342.54,3579.56,1379.56,2638.83,2625.5,13.33,,organic,2016,Charlotte,North Carolina
7/10/2016,1.81,5664.83,312.85,2726.58,991.27,1634.13,1614.13,2,,organic,2016,Charlotte,North Carolina
7/3/2016,1.72,5662.13,278.93,2594.43,929,1859.77,1856.44,3.33,,organic,2016,Charlotte,North Carolina
6/26/2016,1.59,7034.66,420.63,2574.75,834.61,324.67,3198,6.67,,organic,2016,Charlotte,North Carolina
6/19/2016,1.72,5073.77,325.22,2602.89,663.16,1482.5,1475.83,6.67,,organic,2016,Charlotte,North Carolina
6/12/2016,1.76,4612.16,381.97,2418,726.75,185.44,182.11,3.33,,organic,2016,Charlotte,North Carolina
6/5/2016,1.6,6062.33,343.3,2507.58,694.74,2516.71,2513.38,3.33,,organic,2016,Charlotte,North Carolina
5/29/2016,1.66,5676.93,301.54,2647.47,702.09,225.83,215.83,1,,organic,2016,Charlotte,North Carolina
5/22/2016,1.71,5433.16,437.48,2422.71,544.63,228.34,221.67,6.67,,organic,2016,Charlotte,North Carolina
5/15/2016,1.69,6007.48,320.43,2628.62,554.28,254.15,25.82,3.33,,organic,2016,Charlotte,North Carolina
5/8/2016,1.79,5581.18,299.93,3030.75,767.24,1483.26,1483.26,,,organic,2016,Charlotte,North Carolina
5/1/2016,1.68,5736.02,268.44,2921.35,718.82,1827.41,1827.41,,,organic,2016,Charlotte,North Carolina
4/24/2016,1.67,6489.79,369.98,2721.06,639.06,2759.69,2759.69,,,organic,2016,Charlotte,North Carolina
4/17/2016,1.77,4460.01,400.23,2383.44,505.61,117.73,117.73,,,organic,2016,Charlotte,North Carolina
4/10/2016,1.6,5734.3,351.95,2597.02,625.44,2159.89,2159.89,,,organic,2016,Charlotte,North Carolina
4/3/2016,1.71,5126.69,318,2844.01,658.9,135.78,135.78,,,organic,2016,Charlotte,North Carolina
3/27/2016,1.69,4551.61,311.44,2333.56,615.04,1291.57,1291.57,,,organic,2016,Charlotte,North Carolina
3/20/2016,1.57,4713.35,370.07,2022.52,490.82,1829.94,1829.94,,,organic,2016,Charlotte,North Carolina
3/13/2016,1.7,4131.98,280.07,2080.98,625.97,1144.96,1144.96,,,organic,2016,Charlotte,North Carolina
3/6/2016,1.79,4003.24,342.43,2122.95,621.19,916.67,896.67,2,,organic,2016,Charlotte,North Carolina
2/28/2016,1.83,3584.6,290.68,2007.09,559.81,727.2,727.2,,,organic,2016,Charlotte,North Carolina
2/21/2016,1.81,3521.87,315.14,1836.82,556.58,813.33,813.33,,,organic,2016,Charlotte,North Carolina
2/14/2016,1.75,3610.52,307.68,1674.06,502.11,1126.67,1126.67,,,organic,2016,Charlotte,North Carolina
2/7/2016,1.82,3529.44,385.1,1740.65,640.36,763.33,763.33,,,organic,2016,Charlotte,North Carolina
1/31/2016,1.75,3829.49,354.19,1734.77,630.53,111,111,,,organic,2016,Charlotte,North Carolina
1/24/2016,1.76,3735.44,332.43,1649.8,603.21,115,115,,,organic,2016,Charlotte,North Carolina
1/17/2016,1.92,2997.36,469.83,1659.7,587.83,28,276.67,3.33,,organic,2016,Charlotte,North Carolina
1/10/2016,1.77,4815.55,313.18,2207.99,842.33,1452.5,1425.34,26.71,,organic,2016,Charlotte,North Carolina
1/3/2016,1.78,4284.47,749.2,1979.18,705.6,85.49,821.36,29.13,,organic,2016,Charlotte,North Carolina
12/31/2017,1.71,11939.07,34.71,5197.49,198.71,658.16,6416.36,91.8,,organic,2017,Charlotte,North Carolina
12/24/2017,1.83,9064.06,6.59,3987.42,214.4,4855.65,4855.65,,,organic,2017,Charlotte,North Carolina
12/17/2017,1.86,9678.6,1.2,4729.56,227.56,472.28,472.28,,,organic,2017,Charlotte,North Carolina
12/10/2017,1.91,10004.14,4.18,4292.94,202.41,554.61,5497.94,6.67,,organic,2017,Charlotte,North Carolina
12/3/2017,1.9,9558.48,20.01,4864.47,210.73,4463.27,427.85,192.42,,organic,2017,Charlotte,North Carolina
11/26/2017,2.11,8485.97,21.02,3663.49,157.71,4643.75,4345.21,298.54,,organic,2017,Charlotte,North Carolina
11/19/2017,2.13,7918.52,7.04,3853.79,131.39,3926.3,382.47,123.83,,organic,2017,Charlotte,North Carolina
11/12/2017,2.15,9048.5,16.49,3865.41,176.72,4989.88,4734.38,255.5,,organic,2017,Charlotte,North Carolina
11/5/2017,2.22,9818.51,31.39,4550.54,194.47,542.11,4819.49,222.62,,organic,2017,Charlotte,North Carolina
10/29/2017,2.02,11245.23,43.32,3776.83,160.97,7264.11,7117.43,146.68,,organic,2017,Charlotte,North Carolina
10/22/2017,2.08,11569.34,36.2,4320.47,181.26,731.41,6886.3,145.11,,organic,2017,Charlotte,North Carolina
10/15/2017,2.38,10195.59,64,3476.86,161.46,6493.27,632.51,172.76,,organic,2017,Charlotte,North Carolina
10/8/2017,2.67,9398.69,30.6,3911.27,130.82,5326,5147.98,178.2,,organic,2017,Charlotte,North Carolina
10/1/2017,2.82,8276.33,12.62,4182.38,174.37,396.96,3656.44,25.52,,organic,2017,Charlotte,North Carolina
9/24/2017,2.55,10375.19,22.31,4284.88,118.25,5949.75,556.32,389.43,,organic,2017,Charlotte,North Carolina
9/17/2017,2.77,8821.08,22.96,4305.79,157.1,4335.23,4168.73,166.5,,organic,2017,Charlotte,North Carolina
9/10/2017,2.8,10286.63,68.51,4094.41,222.11,591.6,5892.22,9.38,,organic,2017,Charlotte,North Carolina
9/3/2017,2.82,10311.34,17.76,4696.17,241.64,5355.77,523.28,152.49,,organic,2017,Charlotte,North Carolina
8/27/2017,2.83,9801.89,66.38,4585.79,175.49,4974.23,497.9,3.33,,organic,2017,Charlotte,North Carolina
8/20/2017,2.48,10482.69,92.36,4682.08,200.75,557.5,55.83,6.67,,organic,2017,Charlotte,North Carolina
8/13/2017,2.35,10438.1,33,4739.09,242.97,5423.4,5418.6,4.44,,organic,2017,Charlotte,North Carolina
8/6/2017,2.36,10271.22,28.61,4983.56,251.04,58.1,58.1,,,organic,2017,Charlotte,North Carolina
7/30/2017,2.07,8475.83,26.63,5054.68,322.23,372.29,372.29,,,organic,2017,Charlotte,North Carolina
7/23/2017,2,9135.63,22.63,5297.61,390.71,3424.68,3424.68,,,organic,2017,Charlotte,North Carolina
7/16/2017,1.99,9447.15,12.59,5361.39,376.53,3696.64,3693.31,3.33,,organic,2017,Charlotte,North Carolina
7/9/2017,2.06,8788.78,5.97,5370.27,348.47,364.7,364.7,,,organic,2017,Charlotte,North Carolina
7/2/2017,2.09,8194.26,46.21,5110.55,372.35,2665.15,266.71,4.44,,organic,2017,Charlotte,North Carolina
6/25/2017,1.99,9404.14,31.85,5152.64,283.56,3936.9,3926.9,1,,organic,2017,Charlotte,North Carolina
6/18/2017,2.03,8381.65,79.72,4880.33,337.19,384.41,381.8,3.33,,organic,2017,Charlotte,North Carolina
6/11/2017,2.15,9586.49,285.37,4582.85,302.45,4415.82,4415.82,,,organic,2017,Charlotte,North Carolina
6/4/2017,2.47,7061.26,295.98,4783.78,342.96,1638.54,1638.54,,,organic,2017,Charlotte,North Carolina
5/28/2017,2.5,8254.68,313.55,5326.85,398.1,2216.18,179.8,426.1,,organic,2017,Charlotte,North Carolina
5/21/2017,2.48,7285.09,256.65,4833.23,438.64,1756.57,1582.88,173.69,,organic,2017,Charlotte,North Carolina
5/14/2017,2.21,9005.08,420.54,6462.38,585.26,1536.9,127.5,266.85,,organic,2017,Charlotte,North Carolina
5/7/2017,2.31,8083.68,146.19,5186.8,414.39,2336.3,1777.58,558.72,,organic,2017,Charlotte,North Carolina
4/30/2017,2.53,7230.2,290.78,4784.56,413.52,1741.34,1614.86,126.48,,organic,2017,Charlotte,North Carolina
4/23/2017,2.58,7040.71,280.54,4591.39,403,1765.78,1765.78,,,organic,2017,Charlotte,North Carolina
4/16/2017,2.05,8797.77,300.02,6234.75,655.14,167.86,16.21,7.65,,organic,2017,Charlotte,North Carolina
4/9/2017,2.02,8814.73,247.84,5759.67,705.1,212.12,199.12,193,,organic,2017,Charlotte,North Carolina
4/2/2017,1.95,10320.1,277.75,6849.46,639.44,2553.45,1828.88,724.57,,organic,2017,Charlotte,North Carolina
3/26/2017,2.01,8724,276.46,5908.44,559.41,1979.69,1581.58,398.11,,organic,2017,Charlotte,North Carolina
3/19/2017,1.96,6033.09,290.05,4578.97,555.66,68.41,27.25,338.16,,organic,2017,Charlotte,North Carolina
3/12/2017,1.86,7142.45,226.55,4485.51,589.46,184.93,184.93,,,organic,2017,Charlotte,North Carolina
3/5/2017,1.78,6959.35,330.49,3724.34,436.66,2467.86,2274.31,193.55,,organic,2017,Charlotte,North Carolina
2/26/2017,1.7,8500.37,220.32,3918.45,541.98,3819.62,3466.92,352.7,,organic,2017,Charlotte,North Carolina
2/19/2017,1.67,9418.55,299.88,4076.97,598.59,4443.11,4295.31,147.8,,organic,2017,Charlotte,North Carolina
2/12/2017,1.63,9089.66,148.37,4040.19,418.86,4482.24,4319.92,162.32,,organic,2017,Charlotte,North Carolina
2/5/2017,1.62,8473.46,140.61,3540.95,461.31,433.59,475.6,254.99,,organic,2017,Charlotte,North Carolina
1/29/2017,1.5,10053.43,131.99,4705.7,520.72,4695.2,4139.8,555.94,,organic,2017,Charlotte,North Carolina
1/22/2017,1.48,8443.85,92.31,3486.55,448.82,4416.17,3971.5,444.67,,organic,2017,Charlotte,North Carolina
1/15/2017,1.5,10672.07,148.64,4643.38,570.26,539.79,472.52,67.27,,organic,2017,Charlotte,North Carolina
1/8/2017,1.49,11737.62,235.17,4456.81,620.22,6425.42,5971.2,454.4,,organic,2017,Charlotte,North Carolina
1/1/2017,1.7,7225.07,120.83,3134.68,489.12,348.44,3126.49,353.95,,organic,2017,Charlotte,North Carolina
3/25/2018,1.77,12030.96,17.85,5964.29,161.23,5887.59,5792.37,95.22,,organic,2018,Charlotte,North Carolina
3/18/2018,1.75,11986.57,30.26,5808.91,205.67,5941.73,581.28,14.45,,organic,2018,Charlotte,North Carolina
3/11/2018,1.73,13697.68,29.01,6861.78,222.69,6584.2,6511.53,72.67,,organic,2018,Charlotte,North Carolina
3/4/2018,1.88,11882.61,31.41,6586.88,268.25,4996.7,4621.84,374.23,,organic,2018,Charlotte,North Carolina
2/25/2018,1.91,11946.22,36.46,5987.21,190.71,5731.84,5667.58,64.26,,organic,2018,Charlotte,North Carolina
2/18/2018,1.83,12417.57,22.67,5878.08,232.08,6284.74,5981.3,33.44,,organic,2018,Charlotte,North Carolina
2/11/2018,1.92,11216.56,7.2,5645.05,238.86,5325.45,5176.75,148.7,,organic,2018,Charlotte,North Carolina
2/4/2018,1.89,13273.93,26.28,5187.8,201.87,7857.98,7613.73,244.25,,organic,2018,Charlotte,North Carolina
1/28/2018,1.76,12432.58,21.47,6626.86,271.36,5512.89,58.46,432.43,,organic,2018,Charlotte,North Carolina
1/21/2018,1.62,12422.7,8.94,5461.01,246.99,675.76,673.12,2.64,,organic,2018,Charlotte,North Carolina
1/14/2018,1.45,19522.15,17.87,7132.92,241.85,12129.51,12116.18,13.33,,organic,2018,Charlotte,North Carolina
1/7/2018,1.08,28741.11,22.16,6254.59,225.17,22239.19,22132.6,17.13,,organic,2018,Charlotte,North Carolina
12/27/2015,0.93,661137.13,42799,445218.79,78378.25,94741.9,8366.75,1617.67,156.67,conventional,2015,Chicago,Illinois
12/20/2015,0.91,690669.34,35724.99,464574.15,96306.3,9463.9,76241.25,9592.65,823,conventional,2015,Chicago,Illinois
12/13/2015,1.07,668601.5,40380.09,451470.42,94162.53,82588.46,76829.42,5693.75,65.29,conventional,2015,Chicago,Illinois
12/6/2015,1.14,664020.49,53173.18,455048.11,92888.37,6291.83,62473.12,42.95,16.76,conventional,2015,Chicago,Illinois
11/29/2015,1.11,602481.22,42851.47,422479.32,74988.97,62161.46,61862.57,298.89,,conventional,2015,Chicago,Illinois
11/22/2015,0.94,751897.89,34868.5,553545.31,89732.33,73751.75,73457.31,294.44,,conventional,2015,Chicago,Illinois
11/15/2015,1.17,641881.96,31286.11,441753.6,93857.48,74984.77,74723.66,261.11,,conventional,2015,Chicago,Illinois
11/8/2015,1.01,711146.61,44528.42,498562.41,101889.32,66166.46,65842.8,324.38,,conventional,2015,Chicago,Illinois
11/1/2015,1,807041.46,69420.04,562214.56,106536.92,68869.94,68447.93,422.1,,conventional,2015,Chicago,Illinois
10/25/2015,1.12,687650.27,59161.08,454352.6,108012.41,66124.18,65795.24,323.33,5.61,conventional,2015,Chicago,Illinois
10/18/2015,1.15,690302.58,25883.13,482992.35,118311.09,63116.1,6276.66,285.56,753.79,conventional,2015,Chicago,Illinois
10/11/2015,1.08,708914.17,16455.46,503813.92,119996.31,68648.48,65144.93,528.99,2974.56,conventional,2015,Chicago,Illinois
10/4/2015,1.18,675172.63,14268.84,485262.12,105711.4,6993.27,6615.29,224.14,1674.84,conventional,2015,Chicago,Illinois
9/27/2015,1.15,720501.55,16483.95,532028.74,101193.84,7795.2,6337.36,2923.19,451.47,conventional,2015,Chicago,Illinois
9/20/2015,1.19,729117.42,16477.56,534644.45,103103.75,74891.66,71195.89,3316.58,379.19,conventional,2015,Chicago,Illinois
9/13/2015,1.19,775671.49,17172.26,546965.49,128619.66,82914.8,78368.45,389.54,736.9,conventional,2015,Chicago,Illinois
9/6/2015,1.11,808677.78,17595.54,581941.46,122938.43,8622.35,8295.34,3289.62,7.39,conventional,2015,Chicago,Illinois
8/30/2015,1.12,773773.53,17363.14,570147.23,112344.22,73918.94,71627.3,225.32,86.59,conventional,2015,Chicago,Illinois
8/23/2015,1.2,751850.01,17595.95,550359.51,103622.38,8272.17,7773.51,2759.79,438.87,conventional,2015,Chicago,Illinois
8/16/2015,1.16,817690.89,19193.94,609692.45,104997.44,8387.6,818.54,3447.81,34.71,conventional,2015,Chicago,Illinois
8/9/2015,1.25,731125.01,18237.36,526303.06,104796.41,81788.18,7951.48,194.8,372.9,conventional,2015,Chicago,Illinois
8/2/2015,1.27,761027.42,21607.12,559825.17,97419.33,82175.8,79197.97,2476.3,51.53,conventional,2015,Chicago,Illinois
7/26/2015,1.12,791332.34,26653.29,577460.34,99066.58,88152.13,83728.75,3516.34,97.4,conventional,2015,Chicago,Illinois
7/19/2015,1.24,797060.27,20534.84,560871.56,116910.43,98743.44,92362.71,3531.27,2849.46,conventional,2015,Chicago,Illinois
7/12/2015,1.26,772151.2,22933.92,545739.34,109149.46,94328.48,9428.86,2536.23,1363.39,conventional,2015,Chicago,Illinois
7/5/2015,1.24,937317.45,28422.72,661207.19,118634.7,12952.84,126579.11,2236.49,237.24,conventional,2015,Chicago,Illinois
6/28/2015,1.21,786250.22,27391.54,524476.99,104595.1,129786.59,126835.7,1896.33,154.56,conventional,2015,Chicago,Illinois
6/21/2015,1.24,804902.52,34715.08,536926.08,122239.65,11121.71,17242.86,1658.76,212.9,conventional,2015,Chicago,Illinois
6/14/2015,1.21,868197.41,55227.59,586037.06,107908.15,11924.61,116318.18,2618.95,87.48,conventional,2015,Chicago,Illinois
6/7/2015,1.24,824216.23,51410.51,544663.98,122929.34,15212.4,99942.37,4693.9,576.94,conventional,2015,Chicago,Illinois
5/31/2015,1.26,803571.87,50563.81,518850.04,132732.66,11425.36,99122.66,2299.8,3.62,conventional,2015,Chicago,Illinois
5/24/2015,1.23,887105.04,57568.25,611797.34,113475.77,14263.68,11615.53,2639.11,9.4,conventional,2015,Chicago,Illinois
5/17/2015,1.23,817870.17,54087.8,569043.02,109205.15,85534.2,82689.93,2813.47,3.8,conventional,2015,Chicago,Illinois
5/10/2015,1.23,835938.63,55587.31,545784.15,141250.98,93316.19,88847.94,4468.25,,conventional,2015,Chicago,Illinois
5/3/2015,1.04,978376.13,64798.64,690167.81,129694.01,93715.67,89297.42,4414.64,3.61,conventional,2015,Chicago,Illinois
4/26/2015,1.24,779868.01,46749.43,543002.3,97410.38,9275.9,88341.96,3573.83,79.11,conventional,2015,Chicago,Illinois
4/19/2015,1.24,832529.06,52850.1,594214.84,93303.25,9216.87,89276.61,278.32,13.94,conventional,2015,Chicago,Illinois
4/12/2015,1.24,710718.98,45103.98,488323.33,83137.77,94153.9,91664.47,2475.13,14.3,conventional,2015,Chicago,Illinois
4/5/2015,1.27,751812.42,38641.17,530946.92,90801.53,91422.8,8717.22,3422.83,829.75,conventional,2015,Chicago,Illinois
3/29/2015,1.22,757271.96,25629.52,545317.99,84865.54,11458.91,97284.77,4163.46,1.68,conventional,2015,Chicago,Illinois
3/22/2015,1.21,799946.53,29308,596341.85,83937.78,9358.9,87394.44,2925.41,39.5,conventional,2015,Chicago,Illinois
3/15/2015,1.09,827010.39,30100.78,600833.1,98822.1,97254.41,93312.94,3914.88,26.59,conventional,2015,Chicago,Illinois
3/8/2015,1.18,772997.09,27489.32,523118,112934.4,19455.37,17215.4,2234.66,5.31,conventional,2015,Chicago,Illinois
3/1/2015,1.09,863391.73,24137.05,637043.16,111791.06,942.46,8892.48,2289.1,38.97,conventional,2015,Chicago,Illinois
2/22/2015,1.18,773078.09,39072.26,533387.47,106178.47,94439.89,9447.44,3976.51,15.94,conventional,2015,Chicago,Illinois
2/15/2015,1.17,726401.24,29711.82,488591.6,110446.6,97651.22,92518.95,5112.69,19.58,conventional,2015,Chicago,Illinois
2/8/2015,1.13,729325.61,28216.83,499138.28,119634.41,82336.9,7898.96,3273.2,81.93,conventional,2015,Chicago,Illinois
2/1/2015,0.91,1133491.66,50783.91,824745.44,164884.41,9377.9,89516.93,3448.62,112.35,conventional,2015,Chicago,Illinois
1/25/2015,1.22,745439.17,26117.56,488218.44,145882.24,8522.93,75867.61,9265.81,87.51,conventional,2015,Chicago,Illinois
1/18/2015,1.14,797741.43,24917.77,533717.99,140239.95,98865.72,95516.44,3311.71,37.57,conventional,2015,Chicago,Illinois
1/11/2015,1.15,802874.94,31239.94,558487.79,133848.57,79298.64,74716.43,4539.25,42.96,conventional,2015,Chicago,Illinois
1/4/2015,1.11,783068.03,30270.26,550752.19,124506.1,77539.48,72888.46,4651.2,,conventional,2015,Chicago,Illinois
12/25/2016,1.22,616653.72,67145.99,352087.3,110167.01,87253.42,8157.81,955.34,4727.27,conventional,2016,Chicago,Illinois
12/18/2016,1.18,631117.18,92760.23,363657.94,101491.49,7327.52,65277.81,165.6,6864.11,conventional,2016,Chicago,Illinois
12/11/2016,1.09,734954.21,84616.3,449932.23,103932.55,96473.13,87751.52,112.23,7619.38,conventional,2016,Chicago,Illinois
12/4/2016,1.27,624751.15,90157.63,372929.38,94496.12,67168.2,64475.13,621.47,271.42,conventional,2016,Chicago,Illinois
11/27/2016,1.1,581638.75,151462.15,291205.61,81651.23,57319.76,5651.53,797.78,2.45,conventional,2016,Chicago,Illinois
11/20/2016,1.13,694873.06,134284.88,422382.41,80126.03,5879.74,5515.46,997.51,266.77,conventional,2016,Chicago,Illinois
11/13/2016,1.82,436710.91,34384.62,265006.85,73021.81,64297.63,63465.65,593.89,238.9,conventional,2016,Chicago,Illinois
11/6/2016,2.07,376476.71,31206.79,224561.79,61665.74,5942.39,5783.54,195.69,143.16,conventional,2016,Chicago,Illinois
10/30/2016,2.07,375213.57,33564.91,226980.93,60260.53,5447.2,4814.45,1587.11,4679.64,conventional,2016,Chicago,Illinois
10/23/2016,1.84,431274.2,46708.92,251074.82,68234.94,65255.52,55554.23,79,8911.29,conventional,2016,Chicago,Illinois
10/16/2016,1.8,523682.5,52200.02,324240.53,75841.97,71399.98,61522.13,147.85,883,conventional,2016,Chicago,Illinois
10/9/2016,1.82,515146.04,40105.31,314006.07,90031.8,712.86,6216.5,968.89,9817.92,conventional,2016,Chicago,Illinois
10/2/2016,1.83,509215.79,37926.13,311085.71,90495.41,6978.54,584.41,53.52,11173.61,conventional,2016,Chicago,Illinois
9/25/2016,1.8,553863.82,40600.81,337874.13,98808.73,7658.15,65665.7,744.44,117.1,conventional,2016,Chicago,Illinois
9/18/2016,1.7,600389.56,74368.62,340540.46,97900.81,87579.67,8619.11,82.22,6158.34,conventional,2016,Chicago,Illinois
9/11/2016,1.67,635036.01,80472.32,355228.95,99520.95,99813.79,9715.37,284.68,578.74,conventional,2016,Chicago,Illinois
9/4/2016,1.6,670453.42,77981.63,415924.58,91323.75,85223.46,82376.72,232.5,526.69,conventional,2016,Chicago,Illinois
8/28/2016,1.6,621715.78,54971.17,373442.31,93288.97,113.33,92533.97,4244.28,3235.8,conventional,2016,Chicago,Illinois
8/21/2016,1.63,628099.41,62002.43,372918.48,87449.64,15728.86,12613.78,1582.1,1532.98,conventional,2016,Chicago,Illinois
8/14/2016,1.67,626086.69,49617,371087.23,102966.19,12416.27,99833.21,2139.33,443.73,conventional,2016,Chicago,Illinois
8/7/2016,1.68,644670.46,40121.11,385923.6,103402.88,115222.87,113969.56,262.16,991.15,conventional,2016,Chicago,Illinois
7/31/2016,1.68,614939.39,38275.52,373205.75,97843.18,15614.94,14111.58,317.97,1185.39,conventional,2016,Chicago,Illinois
7/24/2016,1.66,658913.69,42452.5,386821.79,109032.48,1266.92,113683.42,1819.86,513.64,conventional,2016,Chicago,Illinois
7/17/2016,1.51,717279.19,43789.6,425776.15,108230.65,139482.79,12226.18,12735.54,4721.7,conventional,2016,Chicago,Illinois
7/10/2016,1.53,712080.66,52540.83,381030.54,150963.07,127546.22,118624.54,1894.9,727.59,conventional,2016,Chicago,Illinois
7/3/2016,1.23,974278.32,55651.48,584813.49,184518.62,149294.73,143295.47,378.93,562.33,conventional,2016,Chicago,Illinois
6/26/2016,1.18,860170.92,80280.37,499474.39,159812.33,1263.83,11588.76,457.23,4265.84,conventional,2016,Chicago,Illinois
6/19/2016,1.2,882074.39,64899.84,550499.79,163027.81,13646.95,99766,1867.44,213.51,conventional,2016,Chicago,Illinois
6/12/2016,1.3,770843.17,50498.4,478335.91,140924.68,1184.18,9896.94,2213.29,773.95,conventional,2016,Chicago,Illinois
6/5/2016,1.2,885602.82,31728.98,606701.67,145606.57,11565.6,96845.23,3216.39,153.98,conventional,2016,Chicago,Illinois
5/29/2016,1.15,958566.68,36554.49,642857.54,145363.84,13379.81,12934.96,3359.7,1396.15,conventional,2016,Chicago,Illinois
5/22/2016,1.11,903864.9,36568.67,592064.53,145104.44,13127.26,121785.52,6544.59,1797.15,conventional,2016,Chicago,Illinois
5/15/2016,1.04,930403.37,49039.58,609294.15,157984.71,11484.93,18571.35,4797.75,715.83,conventional,2016,Chicago,Illinois
5/8/2016,0.97,974740.13,43166.45,612339.89,173293.69,14594.1,13788.91,4997.64,361.55,conventional,2016,Chicago,Illinois
5/1/2016,1,890281.5,39249.49,587919.1,155289.67,17823.24,1194.66,4166.66,1715.92,conventional,2016,Chicago,Illinois
4/24/2016,1.08,879308.05,34134.42,592370.7,151281.44,11521.49,96823.55,4684.93,13.1,conventional,2016,Chicago,Illinois
4/17/2016,1.08,913421.8,47878.48,619840.15,137009.63,18693.54,11842.17,486.9,244.47,conventional,2016,Chicago,Illinois
4/10/2016,1.11,770661.72,49679.26,464981.98,153441.58,12558.9,9181.44,9926.52,155.94,conventional,2016,Chicago,Illinois
4/3/2016,1.15,712210.03,36211.71,457314.18,139240.25,79443.89,75467.12,3947.19,29.58,conventional,2016,Chicago,Illinois
3/27/2016,0.9,865585.06,33748.25,600796.46,131467.33,99573.2,95288.6,4221.71,62.71,conventional,2016,Chicago,Illinois
3/20/2016,1.11,770557.34,36017.62,514604.02,122807.96,97127.74,93973.32,3147.6,7.36,conventional,2016,Chicago,Illinois
3/13/2016,1,823796.56,39540.49,569733.57,125901.94,8862.56,86428.9,2191.66,,conventional,2016,Chicago,Illinois
3/6/2016,1.13,809325.93,35309.42,557026.92,129160.06,87829.53,8566.7,2222.83,,conventional,2016,Chicago,Illinois
2/28/2016,1.15,780951.86,32414.21,522790.14,133067.18,9268.33,9777.56,192.77,,conventional,2016,Chicago,Illinois
2/21/2016,1.09,752336.04,39220.29,483562.05,125838.6,13715.1,93141.66,1558.8,14.64,conventional,2016,Chicago,Illinois
2/14/2016,1,803120.71,45558.04,501188.76,131202.78,125171.13,16296.76,18322.72,551.65,conventional,2016,Chicago,Illinois
2/7/2016,0.82,1134049.22,68454.39,758581.79,155377.3,151635.74,129791.42,21748.61,95.71,conventional,2016,Chicago,Illinois
1/31/2016,1.12,774091.49,35213.93,512608.82,132958.04,9331.7,92124.35,1186.35,,conventional,2016,Chicago,Illinois
1/24/2016,1.01,794029.7,23862.94,543471.49,136033.93,9661.34,88261.4,24.3,,conventional,2016,Chicago,Illinois
1/17/2016,1.11,778412.5,35099.73,500623.85,139309.53,13379.39,8756.47,1582.25,16.67,conventional,2016,Chicago,Illinois
1/10/2016,1.08,844277.25,44289.03,534404.57,143202.95,12238.7,8267.76,39333.27,376.67,conventional,2016,Chicago,Illinois
1/3/2016,0.93,1009667.15,77301.31,656386.69,162054.24,113924.91,8769.55,21615.36,1154,conventional,2016,Chicago,Illinois
12/31/2017,0.93,1182647.5,144034.24,845964.7,120869.17,71779.39,63314.15,849.9,55.34,conventional,2017,Chicago,Illinois
12/24/2017,1.36,707646.11,83138.48,417905.67,116405.91,9196.5,7886.93,11311.18,77.94,conventional,2017,Chicago,Illinois
12/17/2017,1.49,620053.78,113959.92,275986.91,99248.93,13858.2,7738.8,53445.77,31.45,conventional,2017,Chicago,Illinois
12/10/2017,1.13,1021445.27,142085.83,277789.3,90891.04,51679.1,87489.87,423185.75,3.48,conventional,2017,Chicago,Illinois
12/3/2017,1.56,654739,99971,378155,92092,84522,487,3644,12,conventional,2017,Chicago,Illinois
11/26/2017,1.7,506394,71736,278263,82294,741,68552,5532,15,conventional,2017,Chicago,Illinois
11/19/2017,1.71,555872,86790,285841,98666,84575,81798,2775,2,conventional,2017,Chicago,Illinois
11/12/2017,1.78,541010,90581,276787,91330,82312,7921,328,12,conventional,2017,Chicago,Illinois
11/5/2017,1.77,538967.37,96105.5,284220.43,81793.52,76847.92,73426.3,346.65,15.24,conventional,2017,Chicago,Illinois
10/29/2017,1.94,551605.92,117423.1,268773.52,88632.79,76776.51,74126.58,2647.71,2.22,conventional,2017,Chicago,Illinois
10/22/2017,2.06,519814.03,84590.83,275588.35,95627.48,647.37,59543.29,4441.86,22.22,conventional,2017,Chicago,Illinois
10/15/2017,2.11,546055.57,89191.92,288024.23,93956.96,74882.46,69716.43,5164.92,1.11,conventional,2017,Chicago,Illinois
10/8/2017,2.22,516320.59,62315.4,296817.34,87406.94,6978.91,667.17,3699.1,11.73,conventional,2017,Chicago,Illinois
10/1/2017,2.14,537708.81,73349.22,293404.88,85663.08,85291.63,7798.21,7213.35,98.7,conventional,2017,Chicago,Illinois
9/24/2017,2.07,551895.8,79162.45,322016.51,61656.4,896.44,79455.71,9519.58,85.15,conventional,2017,Chicago,Illinois
9/17/2017,2.15,553215.27,59561.15,315414.15,100807.96,77432.1,69984.74,7392.83,54.44,conventional,2017,Chicago,Illinois
9/10/2017,2.02,590590.1,65245.47,318095.5,114858.97,9239.16,82436.76,7822.29,2131.11,conventional,2017,Chicago,Illinois
9/3/2017,2,614460.2,65246.8,343566.36,114879.68,9767.36,79318.59,7988.55,346.22,conventional,2017,Chicago,Illinois
